0.15886466	0.013934836
0.15886466	0.013984962
0.15886466	0.014035087
0.15886466	0.014085213
0.15886466	0.014135339
0.15886466	0.014185464
0.15886466	0.014235589
0.15886466	0.014285714
0.15886466	0.014335839
0.15886466	0.014385965
0.15886466	0.014436089
0.15886466	0.014486215
0.15886466	0.01453634
0.15886466	0.014586465
0.15886466	0.014636591
0.15886466	0.014686717
0.15886466	0.014736841
0.15886466	0.014786968
0.15886466	0.014837093
0.15886466	0.014887218
0.15886466	0.014937343
0.15886466	0.014987469
0.15886466	0.015037593
0.15886466	0.015087719
0.15886466	0.015137844
0.15886466	0.0151879685
0.15886466	0.015238095
0.15886466	0.015288221
0.15886466	0.015338345
0.15886466	0.01538847
0.15886466	0.015438597
0.15886466	0.015488722
0.15886466	0.015538847
0.15886466	0.015588972
0.15886466	0.015639096
0.15886466	0.015689222
0.15886466	0.015739348
0.15886466	0.015789473
0.15886466	0.0158396
0.15886466	0.015889725
0.15886466	0.015939848
0.15886466	0.015989974
0.15886466	0.0160401
0.15886466	0.016090225
0.15886466	0.016140351
0.15886466	0.016190477
0.15886466	0.0162406
0.15886466	0.016290726
0.15886466	0.016340852
0.15886466	0.016390977
0.15886466	0.016441103
0.15886466	0.016491229
0.15886466	0.016541352
0.15886466	0.016591478
0.15886466	0.016641604
0.15886466	0.01669173
0.15886466	0.016741855
0.15886466	0.01679198
0.15886466	0.016842104
0.15886466	0.01689223
0.15886466	0.016942356
0.15886466	0.01699248
0.15886466	0.017042605
0.15886466	0.017092733
0.15886466	0.017142856
0.15886466	0.017192982
0.15886466	0.017243108
0.15886466	0.017293232
0.15886466	0.017343359
0.15886466	0.017393483
0.15886466	0.017443608
0.15886466	0.017493734
0.15886466	0.01754386
0.15886466	0.017593984
0.15886466	0.01764411
0.15886466	0.017694235
0.15886466	0.01774436
0.15886466	0.017794486
0.15886466	0.017844612
0.15886466	0.017894736
0.15886466	0.017944861
0.15886466	0.017994987
0.15886466	0.018045112
0.15886466	0.018095238
0.15886466	0.018145364
0.15886466	0.018195488
0.15886466	0.018245613
0.15886466	0.018295739
0.15886466	0.018345864
0.15886466	0.01839599
0.15886466	0.018446114
0.15886466	0.01849624
0.15886466	0.018546365
0.15886466	0.01859649
0.15886466	0.018646616
0.15886466	0.018696742
0.15886466	0.018746866
0.15886466	0.018796992
0.15886466	0.018847117
0.15886466	0.018897243
0.15886466	0.018947368
0.15886466	0.018997494
0.15886466	0.019047618
0.15886466	0.019097744
0.15886466	0.01914787
0.15886466	0.019197995
0.15886466	0.01924812
0.15886466	0.019298246
0.15886466	0.01934837
0.15886466	0.019398496
0.15886466	0.019448621
0.15886466	0.019498747
0.15886466	0.019548872
0.15886466	0.019598998
0.15886466	0.019649122
0.15886466	0.019699248
0.15886466	0.019749373
0.15886466	0.019799497
0.15886466	0.019849624
0.15886466	0.01989975
0.15886466	0.019949874
0.15886466	0.02
0.15895113	0.0
0.15895113	5.0125313e-05
0.15895113	0.000100250625
0.15895113	0.00015037594
0.15895113	0.00020050125
0.15895113	0.00025062656
0.15895113	0.00030075188
0.15895113	0.00035087718
0.15895113	0.0004010025
0.15895113	0.0004511278
0.15895113	0.0005012531
0.15895113	0.0005513784
0.15895113	0.00060150377
0.15895113	0.00065162906
0.15895113	0.00070175435
0.15895113	0.00075187965
0.15895113	0.000802005
0.15895113	0.00085213035
0.15895113	0.0009022556
0.15895113	0.00095238094
0.15895113	0.0010025062
0.15895113	0.0010526315
0.15895113	0.0011027568
0.15895113	0.0011528821
0.15895113	0.0012030075
0.15895113	0.0012531328
0.15895113	0.0013032581
0.15895113	0.0013533835
0.15895113	0.0014035087
0.15895113	0.001453634
0.15895113	0.0015037593
0.15895113	0.0015538847
0.15895113	0.00160401
0.15895113	0.0016541353
0.15895113	0.0017042607
0.15895113	0.0017543859
0.15895113	0.0018045112
0.15895113	0.0018546365
0.15895113	0.0019047619
0.15895113	0.001954887
0.15895113	0.0020050125
0.15895113	0.002055138
0.15895113	0.002105263
0.15895113	0.0021553885
0.15895113	0.0022055137
0.15895113	0.002255639
0.15895113	0.0023057642
0.15895113	0.0023558897
0.15895113	0.002406015
0.15895113	0.0024561402
0.15895113	0.0025062656
0.15895113	0.002556391
0.15895113	0.0026065162
0.15895113	0.0026566416
0.15895113	0.002706767
0.15895113	0.002756892
0.15895113	0.0028070174
0.15895113	0.0028571428
0.15895113	0.002907268
0.15895113	0.0029573934
0.15895113	0.0030075186
0.15895113	0.003057644
0.15895113	0.0031077694
0.15895113	0.0031578946
0.15895113	0.00320802
0.15895113	0.0032581454
0.15895113	0.0033082706
0.15895113	0.003358396
0.15895113	0.0034085214
0.15895113	0.0034586464
0.15895113	0.0035087718
0.15895113	0.003558897
0.15895113	0.0036090224
0.15895113	0.0036591478
0.15895113	0.003709273
0.15895113	0.0037593984
0.15895113	0.0038095238
0.15895113	0.003859649
0.15895113	0.003909774
0.15895113	0.0039599
0.15895113	0.004010025
0.15895113	0.00406015
0.15895113	0.004110276
0.15895113	0.004160401
0.15895113	0.004210526
0.15895113	0.0042606513
0.15895113	0.004310777
0.15895113	0.004360902
0.15895113	0.0044110273
0.15895113	0.004461153
0.15895113	0.004511278
0.15895113	0.0045614033
0.15895113	0.0046115285
0.15895113	0.004661654
0.15895113	0.0047117793
0.15895113	0.0047619045
0.15895113	0.00481203
0.15895113	0.0048621553
0.15895113	0.0049122805
0.15895113	0.0049624057
0.15895113	0.0050125313
0.15895113	0.0050626565
0.15895113	0.005112782
0.15895113	0.0051629073
0.15895113	0.0052130325
0.15895113	0.005263158
0.15895113	0.0053132833
0.15895113	0.005363408
0.15895113	0.005413534
0.15895113	0.005463659
0.15895113	0.005513784
0.15895113	0.0055639097
0.15895113	0.005614035
0.15895113	0.00566416
0.15895113	0.0057142857
0.15895113	0.005764411
0.15895113	0.005814536
0.15895113	0.005864661
0.15895113	0.005914787
0.15895113	0.005964912
0.15895113	0.006015037
0.15895113	0.006065163
0.15895113	0.006115288
0.15895113	0.006165413
0.15895113	0.006215539
0.15895113	0.006265664
0.15895113	0.006315789
0.15895113	0.006365915
0.15895113	0.00641604
0.15895113	0.006466165
0.15895113	0.006516291
0.15895113	0.006566416
0.15895113	0.006616541
0.15895113	0.006666667
0.15895113	0.006716792
0.15895113	0.006766917
0.15895113	0.006817043
0.15895113	0.006867168
0.15895113	0.0069172927
0.15895113	0.006967419
0.15895113	0.0070175435
0.15895113	0.0070676687
0.15895113	0.007117794
0.15895113	0.0071679195
0.15895113	0.0072180447
0.15895113	0.00726817
0.15895113	0.0073182955
0.15895113	0.0073684207
0.15895113	0.007418546
0.15895113	0.0074686715
0.15895113	0.0075187967
0.15895113	0.007568922
0.15895113	0.0076190475
0.15895113	0.0076691727
0.15895113	0.007719298
0.15895113	0.0077694235
0.15895113	0.007819548
0.15895113	0.007869674
0.15895113	0.0079198
0.15895113	0.007969924
0.15895113	0.00802005
0.15895113	0.008070176
0.15895113	0.0081203
0.15895113	0.008170426
0.15895113	0.008220552
0.15895113	0.008270676
0.15895113	0.008320802
0.15895113	0.008370927
0.15895113	0.008421052
0.15895113	0.008471178
0.15895113	0.008521303
0.15895113	0.008571428
0.15895113	0.008621554
0.15895113	0.008671679
0.15895113	0.008721804
0.15895113	0.00877193
0.15895113	0.008822055
0.15895113	0.00887218
0.15895113	0.008922306
0.15895113	0.008972431
0.15895113	0.009022556
0.15895113	0.009072682
0.15895113	0.009122807
0.15895113	0.009172932
0.15895113	0.009223057
0.15895113	0.009273183
0.15895113	0.009323308
0.15895113	0.009373433
0.15895113	0.009423559
0.15895113	0.009473684
0.15895113	0.009523809
0.15895113	0.009573935
0.15895113	0.00962406
0.15895113	0.009674185
0.15895113	0.009724311
0.15895113	0.009774435
0.15895113	0.009824561
0.15895113	0.009874687
0.15895113	0.009924811
0.15895113	0.009974937
0.15895113	0.010025063
0.15895113	0.010075187
0.15895113	0.010125313
0.15895113	0.010175438
0.15895113	0.010225564
0.15895113	0.010275689
0.15895113	0.010325815
0.15895113	0.010375939
0.15895113	0.010426066
0.15895113	0.010476191
0.15895113	0.010526316
0.15895113	0.010576441
0.15895113	0.010626567
0.15895113	0.010676691
0.15895113	0.010726816
0.15895113	0.010776942
0.15895113	0.010827066
0.15895113	0.010877193
0.15895113	0.010927318
0.15895113	0.010977443
0.15895113	0.01102757
0.15895113	0.011077695
0.15895113	0.011127819
0.15895113	0.011177945
0.15895113	0.01122807
0.15895113	0.011278195
0.15895113	0.01132832
0.15895113	0.011378446
0.15895113	0.01142857
0.15895113	0.011478697
0.15895113	0.011528822
0.15895113	0.011578947
0.15895113	0.011629073
0.15895113	0.011679199
0.15895113	0.011729323
0.15895113	0.011779449
0.15895113	0.011829574
0.15895113	0.011879699
0.15895113	0.011929824
0.15895113	0.01197995
0.15895113	0.012030074
0.15895113	0.012080199
0.15895113	0.012130326
0.15895113	0.012180451
0.15895113	0.012230576
0.15895113	0.012280703
0.15895113	0.012330827
0.15895113	0.012380953
0.15895113	0.012431078
0.15895113	0.012481202
0.15895113	0.012531328
0.15895113	0.012581453
0.15895113	0.012631578
0.15895113	0.012681703
0.15895113	0.01273183
0.15895113	0.012781954
0.15895113	0.01283208
0.15895113	0.012882207
0.15895113	0.012932331
0.15895113	0.012982456
0.15895113	0.013032582
0.15895113	0.013082706
0.15895113	0.013132832
0.15895113	0.013182957
0.15895113	0.013233082
0.15895113	0.013283207
0.15895113	0.013333332
0.15895113	0.013383458
0.15895113	0.013433584
0.15895113	0.013483709
0.15895113	0.013533835
0.15895113	0.01358396
0.15895113	0.013634086
0.15895113	0.01368421
0.15895113	0.013734336
0.15895113	0.013784461
0.15895113	0.013834585
0.15895113	0.013884711
0.15895113	0.013934836
0.15895113	0.013984962
0.15895113	0.014035087
0.15895113	0.014085213
0.15895113	0.014135339
0.15895113	0.014185464
0.15895113	0.014235589
0.15895113	0.014285714
0.15895113	0.014335839
0.15895113	0.014385965
0.15895113	0.014436089
0.15895113	0.014486215
0.15895113	0.01453634
0.15895113	0.014586465
0.15895113	0.014636591
0.15895113	0.014686717
0.15895113	0.014736841
0.15895113	0.014786968
0.15895113	0.014837093
0.15895113	0.014887218
0.15895113	0.014937343
0.15895113	0.014987469
0.15895113	0.015037593
0.15895113	0.015087719
0.15895113	0.015137844
0.15895113	0.0151879685
0.15895113	0.015238095
0.15895113	0.015288221
0.15895113	0.015338345
0.15895113	0.01538847
0.15895113	0.015438597
0.15895113	0.015488722
0.15895113	0.015538847
0.15895113	0.015588972
0.15895113	0.015639096
0.15895113	0.015689222
0.15895113	0.015739348
0.15895113	0.015789473
0.15895113	0.0158396
0.15895113	0.015889725
0.15895113	0.015939848
0.15895113	0.015989974
0.15895113	0.0160401
0.15895113	0.016090225
0.15895113	0.016140351
0.15895113	0.016190477
0.15895113	0.0162406
0.15895113	0.016290726
0.15895113	0.016340852
0.15895113	0.016390977
0.15895113	0.016441103
0.15895113	0.016491229
0.15895113	0.016541352
0.15895113	0.016591478
0.15895113	0.016641604
0.15895113	0.01669173
0.15895113	0.016741855
0.15895113	0.01679198
0.15895113	0.016842104
0.15895113	0.01689223
0.15895113	0.016942356
0.15895113	0.01699248
0.15895113	0.017042605
0.15895113	0.017092733
0.15895113	0.017142856
0.15895113	0.017192982
0.15895113	0.017243108
0.15895113	0.017293232
0.15895113	0.017343359
0.15895113	0.017393483
0.15895113	0.017443608
0.15895113	0.017493734
0.15895113	0.01754386
0.15895113	0.017593984
0.15895113	0.01764411
0.15895113	0.017694235
0.15895113	0.01774436
0.15895113	0.017794486
0.15895113	0.017844612
0.15895113	0.017894736
0.15895113	0.017944861
0.15895113	0.017994987
0.15895113	0.018045112
0.15895113	0.018095238
0.15895113	0.018145364
0.15895113	0.018195488
0.15895113	0.018245613
0.15895113	0.018295739
0.15895113	0.018345864
0.15895113	0.01839599
0.15895113	0.018446114
0.15895113	0.01849624
0.15895113	0.018546365
0.15895113	0.01859649
0.15895113	0.018646616
0.15895113	0.018696742
0.15895113	0.018746866
0.15895113	0.018796992
0.15895113	0.018847117
0.15895113	0.018897243
0.15895113	0.018947368
0.15895113	0.018997494
0.15895113	0.019047618
0.15895113	0.019097744
0.15895113	0.01914787
0.15895113	0.019197995
0.15895113	0.01924812
0.15895113	0.019298246
0.15895113	0.01934837
0.15895113	0.019398496
0.15895113	0.019448621
0.15895113	0.019498747
0.15895113	0.019548872
0.15895113	0.019598998
0.15895113	0.019649122
0.15895113	0.019699248
0.15895113	0.019749373
0.15895113	0.019799497
0.15895113	0.019849624
0.15895113	0.01989975
0.15895113	0.019949874
0.15895113	0.02
0.15903759	0.0
0.15903759	5.0125313e-05
0.15903759	0.000100250625
0.15903759	0.00015037594
0.15903759	0.00020050125
0.15903759	0.00025062656
0.15903759	0.00030075188
0.15903759	0.00035087718
0.15903759	0.0004010025
0.15903759	0.0004511278
0.15903759	0.0005012531
0.15903759	0.0005513784
0.15903759	0.00060150377
0.15903759	0.00065162906
0.15903759	0.00070175435
0.15903759	0.00075187965
0.15903759	0.000802005
0.15903759	0.00085213035
0.15903759	0.0009022556
0.15903759	0.00095238094
0.15903759	0.0010025062
0.15903759	0.0010526315
0.15903759	0.0011027568
0.15903759	0.0011528821
0.15903759	0.0012030075
0.15903759	0.0012531328
0.15903759	0.0013032581
0.15903759	0.0013533835
0.15903759	0.0014035087
0.15903759	0.001453634
0.15903759	0.0015037593
0.15903759	0.0015538847
0.15903759	0.00160401
0.15903759	0.0016541353
0.15903759	0.0017042607
0.15903759	0.0017543859
0.15903759	0.0018045112
0.15903759	0.0018546365
0.15903759	0.0019047619
0.15903759	0.001954887
0.15903759	0.0020050125
0.15903759	0.002055138
0.15903759	0.002105263
0.15903759	0.0021553885
0.15903759	0.0022055137
0.15903759	0.002255639
0.15903759	0.0023057642
0.15903759	0.0023558897
0.15903759	0.002406015
0.15903759	0.0024561402
0.15903759	0.0025062656
0.15903759	0.002556391
0.15903759	0.0026065162
0.15903759	0.0026566416
0.15903759	0.002706767
0.15903759	0.002756892
0.15903759	0.0028070174
0.15903759	0.0028571428
0.15903759	0.002907268
0.15903759	0.0029573934
0.15903759	0.0030075186
0.15903759	0.003057644
0.15903759	0.0031077694
0.15903759	0.0031578946
0.15903759	0.00320802
0.15903759	0.0032581454
0.15903759	0.0033082706
0.15903759	0.003358396
0.15903759	0.0034085214
0.15903759	0.0034586464
0.15903759	0.0035087718
0.15903759	0.003558897
0.15903759	0.0036090224
0.15903759	0.0036591478
0.15903759	0.003709273
0.15903759	0.0037593984
0.15903759	0.0038095238
0.15903759	0.003859649
0.15903759	0.003909774
0.15903759	0.0039599
0.15903759	0.004010025
0.15903759	0.00406015
0.15903759	0.004110276
0.15903759	0.004160401
0.15903759	0.004210526
0.15903759	0.0042606513
0.15903759	0.004310777
0.15903759	0.004360902
0.15903759	0.0044110273
0.15903759	0.004461153
0.15903759	0.004511278
0.15903759	0.0045614033
0.15903759	0.0046115285
0.15903759	0.004661654
0.15903759	0.0047117793
0.15903759	0.0047619045
0.15903759	0.00481203
0.15903759	0.0048621553
0.15903759	0.0049122805
0.15903759	0.0049624057
0.15903759	0.0050125313
0.15903759	0.0050626565
0.15903759	0.005112782
0.15903759	0.0051629073
0.15903759	0.0052130325
0.15903759	0.005263158
0.15903759	0.0053132833
0.15903759	0.005363408
0.15903759	0.005413534
0.15903759	0.005463659
0.15903759	0.005513784
0.15903759	0.0055639097
0.15903759	0.005614035
0.15903759	0.00566416
0.15903759	0.0057142857
0.15903759	0.005764411
0.15903759	0.005814536
0.15903759	0.005864661
0.15903759	0.005914787
0.15903759	0.005964912
0.15903759	0.006015037
0.15903759	0.006065163
0.15903759	0.006115288
0.15903759	0.006165413
0.15903759	0.006215539
0.15903759	0.006265664
0.15903759	0.006315789
0.15903759	0.006365915
0.15903759	0.00641604
0.15903759	0.006466165
0.15903759	0.006516291
0.15903759	0.006566416
0.15903759	0.006616541
0.15903759	0.006666667
0.15903759	0.006716792
0.15903759	0.006766917
0.15903759	0.006817043
0.15903759	0.006867168
0.15903759	0.0069172927
0.15903759	0.006967419
0.15903759	0.0070175435
0.15903759	0.0070676687
0.15903759	0.007117794
0.15903759	0.0071679195
0.15903759	0.0072180447
0.15903759	0.00726817
0.15903759	0.0073182955
0.15903759	0.0073684207
0.15903759	0.007418546
0.15903759	0.0074686715
0.15903759	0.0075187967
0.15903759	0.007568922
0.15903759	0.0076190475
0.15903759	0.0076691727
0.15903759	0.007719298
0.15903759	0.0077694235
0.15903759	0.007819548
0.15903759	0.007869674
0.15903759	0.0079198
0.15903759	0.007969924
0.15903759	0.00802005
0.15903759	0.008070176
0.15903759	0.0081203
0.15903759	0.008170426
0.15903759	0.008220552
0.15903759	0.008270676
0.15903759	0.008320802
0.15903759	0.008370927
0.15903759	0.008421052
0.15903759	0.008471178
0.15903759	0.008521303
0.15903759	0.008571428
0.15903759	0.008621554
0.15903759	0.008671679
0.15903759	0.008721804
0.15903759	0.00877193
0.15903759	0.008822055
0.15903759	0.00887218
0.15903759	0.008922306
0.15903759	0.008972431
0.15903759	0.009022556
0.15903759	0.009072682
0.15903759	0.009122807
0.15903759	0.009172932
0.15903759	0.009223057
0.15903759	0.009273183
0.15903759	0.009323308
0.15903759	0.009373433
0.15903759	0.009423559
0.15903759	0.009473684
0.15903759	0.009523809
0.15903759	0.009573935
0.15903759	0.00962406
0.15903759	0.009674185
0.15903759	0.009724311
0.15903759	0.009774435
0.15903759	0.009824561
0.15903759	0.009874687
0.15903759	0.009924811
0.15903759	0.009974937
0.15903759	0.010025063
0.15903759	0.010075187
0.15903759	0.010125313
0.15903759	0.010175438
0.15903759	0.010225564
0.15903759	0.010275689
0.15903759	0.010325815
0.15903759	0.010375939
0.15903759	0.010426066
0.15903759	0.010476191
0.15903759	0.010526316
0.15903759	0.010576441
0.15903759	0.010626567
0.15903759	0.010676691
0.15903759	0.010726816
0.15903759	0.010776942
0.15903759	0.010827066
0.15903759	0.010877193
0.15903759	0.010927318
0.15903759	0.010977443
0.15903759	0.01102757
0.15903759	0.011077695
0.15903759	0.011127819
0.15903759	0.011177945
0.15903759	0.01122807
0.15903759	0.011278195
0.15903759	0.01132832
0.15903759	0.011378446
0.15903759	0.01142857
0.15903759	0.011478697
0.15903759	0.011528822
0.15903759	0.011578947
0.15903759	0.011629073
0.15903759	0.011679199
0.15903759	0.011729323
0.15903759	0.011779449
0.15903759	0.011829574
0.15903759	0.011879699
0.15903759	0.011929824
0.15903759	0.01197995
0.15903759	0.012030074
0.15903759	0.012080199
0.15903759	0.012130326
0.15903759	0.012180451
0.15903759	0.012230576
0.15903759	0.012280703
0.15903759	0.012330827
0.15903759	0.012380953
0.15903759	0.012431078
0.15903759	0.012481202
0.15903759	0.012531328
0.15903759	0.012581453
0.15903759	0.012631578
0.15903759	0.012681703
0.15903759	0.01273183
0.15903759	0.012781954
0.15903759	0.01283208
0.15903759	0.012882207
0.15903759	0.012932331
0.15903759	0.012982456
0.15903759	0.013032582
0.15903759	0.013082706
0.15903759	0.013132832
0.15903759	0.013182957
0.15903759	0.013233082
0.15903759	0.013283207
0.15903759	0.013333332
0.15903759	0.013383458
0.15903759	0.013433584
0.15903759	0.013483709
0.15903759	0.013533835
0.15903759	0.01358396
0.15903759	0.013634086
0.15903759	0.01368421
0.15903759	0.013734336
0.15903759	0.013784461
0.15903759	0.013834585
0.15903759	0.013884711
0.15903759	0.013934836
0.15903759	0.013984962
0.15903759	0.014035087
0.15903759	0.014085213
0.15903759	0.014135339
0.15903759	0.014185464
0.15903759	0.014235589
0.15903759	0.014285714
0.15903759	0.014335839
0.15903759	0.014385965
0.15903759	0.014436089
0.15903759	0.014486215
0.15903759	0.01453634
0.15903759	0.014586465
0.15903759	0.014636591
0.15903759	0.014686717
0.15903759	0.014736841
0.15903759	0.014786968
0.15903759	0.014837093
0.15903759	0.014887218
0.15903759	0.014937343
